$SUMMARY
Experiment Type : Continuous Scan
Experiment Name : buffer, Number : 60
Experiment Description : Tris 10mM, EDTA 0.5 mM, KCl 10 mM
Software Version : v2.03
Experiment start time : 01/12/2009  17:25:14
Temp. Setpoint   : 25.00 deg C
Scan Start : 60.000 deg.
Scan End   : 70.000 deg.
Scan Step  :  0.001 deg.
Scan Rate  : 25.000 deg./min.
Number of Repeats : 1
Wait Time Between Repeats  : 0.100 sec
Prism Position   : Sample Position
Laser/Polarization : RED S
Sample Temperature : 25.04 degC.
Normalization:
Normalize 0 pct. Value (Dark Sample) = -0.001
Normalize 0 pct. Value (Dark Ref.) = -0.000
RED Correction:
Normalize Angle = 65.000
Normalize 100 pct. Value P = 3.198596
Normalize 100 pct. Value S = 3.115587
Initial Reference Value P = 4.013322
Initial Reference Value S = 3.843939
GREEN Correction:
Normalize Angle = 65.000
Normalize 100 pct. Value P = 2.741905
Normalize 100 pct. Value S = 2.484425
Initial Reference Value P = 2.813556
Initial Reference Value S = 2.615177
65 deg Start of Scan Raw Sample =   3.1257
65 deg Start of Scan Raw Reference =   3.8474
65 deg Start of Scan Reflectance =   3.1238

$DATA
$MDCNAME:
$MDCDATA:1:2:3
 X	Reflectance	Raw_Sample	Raw_Reference
60.30710 	0.97853  	3.11452  	3.85108  
60.30820 	0.97894  	3.11360  	3.84980  
60.30930 	0.97951  	3.11417  	3.84925  
60.31024 	0.97982  	3.11417  	3.84881  
60.31133 	0.97994  	3.11559  	3.84953  
60.31243 	0.97937  	3.11611  	3.85108  
60.31337 	0.97937  	3.11526  	3.85067  
60.31447 	0.97901  	3.11382  	3.85091  
60.31557 	0.97862  	3.11380  	3.85152  
60.31651 	0.97863  	3.11306  	3.85110  
60.31761 	0.97924  	3.11247  	3.84982  
60.31870 	0.97991  	3.11351  	3.84929  
60.31980 	0.97960  	3.11556  	3.85113  
60.32074 	0.97940  	3.11561  	3.85136  
60.32184 	0.97893  	3.11537  	3.85204  
60.32294 	0.97901  	3.11432  	3.85123  
60.32388 	0.97843  	3.11458  	3.85245  
60.32497 	0.97863  	3.11236  	3.85051  
60.32607 	0.97900  	3.11210  	3.84984  
60.32701 	0.97938  	3.11325  	3.84993  
60.32811 	0.97912  	3.11554  	3.85191  
60.32920 	0.97939  	3.11482  	3.85117  
60.33015 	0.97927  	3.11491  	3.85191  
60.33124 	0.97901  	3.11493  	3.85245  
60.33234 	0.97868  	3.11369  	3.85241  
60.33328 	0.97889  	3.11262  	3.85152  
60.33438 	0.97912  	3.11155  	3.85032  
60.33548 	0.97951  	3.11232  	3.84999  
60.33657 	0.97916  	3.11332  	3.85102  
60.33752 	0.97889  	3.11474  	3.85239  
60.33861 	0.97867  	3.11436  	3.85237  
60.33971 	0.97837  	3.11480  	3.85256  
60.34065 	0.97828  	3.11467  	3.85243  
60.34175 	0.97773  	3.11410  	3.85326  
60.34285 	0.97782  	3.11314  	3.85235  
60.34378 	0.97800  	3.11234  	3.85154  
60.34488 	0.97881  	3.11258  	3.85058  
60.34598 	0.97881  	3.11321  	3.85141  
60.34692 	0.97869  	3.11428  	3.85245  
60.34801 	0.97827  	3.11410  	3.85307  
60.34912 	0.97802  	3.11312  	3.85346  
60.35021 	0.97794  	3.11277  	3.85372  
60.35115 	0.97832  	3.11123  	3.85222  
60.35225 	0.97858  	3.11168  	3.85208  
60.35334 	0.97885  	3.11144  	3.85141  
60.35429 	0.97874  	3.11310  	3.85263  
60.35538 	0.97829  	3.11375  	3.85346  
60.35648 	0.97770  	3.11378  	3.85407  
60.35742 	0.97769  	3.11308  	3.85335  
60.35852 	0.97710  	3.11293  	3.85420  
60.35962 	0.97696  	3.11240  	3.85418  
60.36056 	0.97727  	3.11133  	3.85298  
60.36166 	0.97768  	3.11118  	3.85217  
60.36275 	0.97793  	3.11149  	3.85206  
60.36385 	0.97802  	3.11375  	3.85326  
60.36479 	0.97824  	3.11323  	3.85313  
60.36589 	0.97818  	3.11341  	3.85381  
60.36698 	0.97792  	3.11245  	3.85374  
60.36792 	0.97757  	3.11223  	3.85472  
60.36902 	0.97773  	3.10966  	3.85287  
60.37012 	0.97788  	3.10957  	3.85239  
60.37106 	0.97817  	3.11086  	3.85237  
60.37215 	0.97749  	3.11332  	3.85470  
60.37325 	0.97785  	3.11293  	3.85337  
60.37419 	0.97742  	3.11323  	3.85392  
60.37529 	0.97729  	3.11297  	3.85376  
60.37639 	0.97661  	3.11219  	3.85466  
60.37748 	0.97684  	3.11038  	3.85298  
60.37843 	0.97687  	3.10946  	3.85224  
60.37952 	0.97737  	3.11099  	3.85241  
60.38062 	0.97735  	3.11258  	3.85361  
60.38156 	0.97780  	3.11373  	3.85387  
60.38265 	0.97809  	3.11297  	3.85285  
60.38375 	0.97829  	3.11378  	3.85363  
60.38469 	0.97813  	3.11251  	3.85365  
60.38579 	0.97776  	3.11177  	3.85409  
60.38689 	0.97761  	3.10920  	3.85243  
60.38783 	0.97798  	3.10970  	3.85180  
60.38892 	0.97810  	3.11057  	3.85215  
60.39002 	0.97767  	3.11319  	3.85431  
60.39096 	0.97788  	3.11251  	3.85328  
60.39206 	0.97819  	3.11375  	3.85333  
60.39315 	0.97807  	3.11323  	3.85304  
60.39425 	0.97735  	3.11325  	3.85426  
60.39519 	0.97761  	3.11129  	3.85241  
60.39629 	0.97808  	3.11123  	3.85158  
60.39738 	0.97846  	3.11173  	3.85158  
60.39832 	0.97829  	3.11428  	3.85348  
60.39942 	0.97874  	3.11371  	3.85211  
60.40052 	0.97914  	3.11439  	3.85226  
60.40145 	0.97897  	3.11408  	3.85226  
60.40255 	0.97860  	3.11351  	3.85259  
60.40365 	0.97876  	3.11129  	3.85062  
60.40459 	0.97906  	3.11125  	3.85012  
60.40569 	0.97911  	3.11195  	3.85021  
60.40678 	0.97846  	3.11447  	3.85274  
60.40788 	0.97896  	3.11382  	3.85117  
60.40882 	0.97887  	3.11487  	3.85184  
60.40992 	0.97896  	3.11421  	3.85099  
60.41101 	0.97896  	3.11484  	3.85150  
60.41196 	0.97860  	3.11454  	3.85219  
60.41305 	0.97903  	3.11240  	3.84995  
60.41415 	0.97926  	3.11192  	3.84929  
60.41509 	0.97954  	3.11234  	3.84918  
60.41618 	0.97967  	3.11430  	3.85049  
60.41728 	0.97965  	3.11550  	3.85086  
60.41822 	0.98026  	3.11517  	3.84993  
60.41932 	0.98022  	3.11537  	3.84993  
60.42042 	0.97957  	3.11539  	3.85104  
60.42151 	0.97965  	3.11299  	3.84966  
60.42245 	0.97946  	3.11186  	3.84895  
60.42355 	0.97978  	3.11275  	3.84879  
60.42464 	0.97936  	3.11465  	3.85062  
