$SUMMARY
Experiment Type : Continuous Scan
Experiment Name : egg PC, Number : 37
Experiment Description : 
Software Version : v2.03
Experiment start time : 01/12/2009  14:00:46
Temp. Setpoint   : 25.00 deg C
Scan Start : 60.000 deg.
Scan End   : 70.000 deg.
Scan Step  :  0.001 deg.
Scan Rate  : 25.000 deg./min.
Number of Repeats : 1
Wait Time Between Repeats  : 0.100 sec
Prism Position   : Sample Position
Laser/Polarization : RED P
Sample Temperature : 25.03 degC.
Normalization:
Normalize 0 pct. Value (Dark Sample) = -0.001
Normalize 0 pct. Value (Dark Ref.) = -0.000
RED Correction:
Normalize Angle = 65.000
Normalize 100 pct. Value P = 3.392844
Normalize 100 pct. Value S = 3.307350
Initial Reference Value P = 4.022547
Initial Reference Value S = 3.858709
GREEN Correction:
Normalize Angle = 65.000
Normalize 100 pct. Value P = 2.969579
Normalize 100 pct. Value S = 2.658902
Initial Reference Value P = 2.722457
Initial Reference Value S = 2.508218
65 deg Start of Scan Raw Sample =   3.3171
65 deg Start of Scan Raw Reference =   4.1059
65 deg Start of Scan Reflectance =   3.2507

$DATA
$MDCNAME:
$MDCDATA:1:2:3
 X	Reflectance	Raw_Sample	Raw_Reference
60.15288 	0.85556  	2.72823  	4.10290  
60.15382 	0.85589  	2.72845  	4.10202  
60.15492 	0.85567  	2.73015  	4.10403  
60.15602 	0.85598  	2.72997  	4.10318  
60.15696 	0.85589  	2.73043  	4.10355  
60.15806 	0.85594  	2.72962  	4.10285  
60.15916 	0.85541  	2.72993  	4.10460  
60.16026 	0.85493  	2.72954  	4.10538  
60.16120 	0.85499  	2.72836  	4.10407  
60.16230 	0.85501  	2.72834  	4.10364  
60.16340 	0.85470  	2.72893  	4.10460  
60.16434 	0.85453  	2.73000  	4.10566  
60.16544 	0.85498  	2.72973  	4.10457  
60.16654 	0.85540  	2.73017  	4.10355  
60.16748 	0.85561  	2.72965  	4.10311  
60.16858 	0.85559  	2.72986  	4.10405  
60.16968 	0.85601  	2.72840  	4.10213  
60.17062 	0.85584  	2.72849  	4.10266  
60.17172 	0.85516  	2.72986  	4.10538  
60.17281 	0.85543  	2.72939  	4.10453  
60.17376 	0.85584  	2.72984  	4.10403  
60.17485 	0.85624  	2.72954  	4.10300  
60.17596 	0.85614  	2.72991  	4.10351  
60.17705 	0.85584  	2.72971  	4.10368  
60.17800 	0.85600  	2.72871  	4.10194  
60.17909 	0.85586  	2.72845  	4.10185  
60.18019 	0.85542  	2.72860  	4.10285  
60.18113 	0.85442  	2.72943  	4.10569  
60.18223 	0.85417  	2.72967  	4.10638  
60.18333 	0.85460  	2.72995  	4.10606  
60.18427 	0.85487  	2.72962  	4.10545  
60.18537 	0.85507  	2.72965  	4.10494  
60.18647 	0.85569  	2.72880  	4.10307  
60.18741 	0.85618  	2.72810  	4.10174  
60.18851 	0.85616  	2.72836  	4.10209  
60.18961 	0.85564  	2.72912  	4.10394  
60.19071 	0.85566  	2.72880  	4.10388  
60.19165 	0.85539  	2.72936  	4.10505  
60.19275 	0.85575  	2.72908  	4.10392  
60.19385 	0.85555  	2.72967  	4.10449  
60.19479 	0.85556  	2.72910  	4.10351  
60.19588 	0.85625  	2.72812  	4.10056  
60.19698 	0.85631  	2.72838  	4.09991  
60.19793 	0.85573  	2.72912  	4.10152  
60.19902 	0.85560  	2.72995  	4.10268  
60.20012 	0.85578  	2.73039  	4.10298  
60.20107 	0.85579  	2.73017  	4.10279  
60.20216 	0.85563  	2.73076  	4.10399  
60.20326 	0.85574  	2.73043  	4.10399  
60.20436 	0.85648  	2.72912  	4.10150  
60.20530 	0.85707  	2.72888  	4.10017  
60.20640 	0.85747  	2.72917  	4.09991  
60.20750 	0.85741  	2.73017  	4.10124  
60.20844 	0.85751  	2.72971  	4.10072  
60.20954 	0.85760  	2.73015  	4.10080  
60.21064 	0.85745  	2.72986  	4.10058  
60.21158 	0.85684  	2.73019  	4.10163  
60.21268 	0.85597  	2.73006  	4.10274  
60.21377 	0.85613  	2.72910  	4.10150  
60.21472 	0.85607  	2.72947  	4.10181  
60.21581 	0.85583  	2.72997  	4.10233  
60.21691 	0.85543  	2.73019  	4.10337  
60.21785 	0.85613  	2.72976  	4.10161  
60.21895 	0.85633  	2.72976  	4.10106  
60.22005 	0.85620  	2.72982  	4.10141  
60.22115 	0.85658  	2.72856  	4.09978  
60.22209 	0.85666  	2.72862  	4.09997  
60.22319 	0.85659  	2.72851  	4.10032  
60.22429 	0.85562  	2.73056  	4.10455  
60.22523 	0.85560  	2.72984  	4.10412  
